Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume
AMC,DOGE-USD,FOXA,GME,UAL,ZM,AMC,DOGE-USD,FOXA,GME,UAL,ZM,AMC,DOGE-USD,FOXA,GME,UAL,ZM,AMC,DOGE-USD,FOXA,GME,UAL,ZM,AMC,DOGE-USD,FOXA,GME,UAL,ZM,AMC,DOGE-USD,FOXA,GME,UAL,ZM
12.968034744262695,0.002128999913111329,,15.329878807067871,80.06999969482422,,14.029999732971191,0.002128999913111329,,15.850000381469727,80.06999969482422,,14.079999923706055,0.0021490000654011965,,16.049999237060547,80.97000122070312,,13.609999656677246,0.002104999963194132,,15.770000457763672,79.2300033569336,,13.760000228881836,0.002128999913111329,,15.859999656677246,80.68000030517578,,578600.0,17187243.0,,2419800.0,4325300.0,
,0.002148000057786703,,,,,,0.002148000057786703,,,,,,0.002157999901100993,,,,,,0.0021150000393390656,,,,,,0.0021299999207258224,,,,,,14167258.0,,,,
,0.0020940001122653484,,,,,,0.0020940001122653484,,,,,,0.002171000000089407,,,,,,0.0020830000285059214,,,,,,0.002136999974027276,,,,,,18059306.0,,,,
13.060465812683105,0.0021830000914633274,,15.12677001953125,79.91000366210938,,14.130000114440918,0.0021830000914633274,,15.640000343322754,79.91000366210938,,14.260000228881836,0.0021979999728500843,,16.139999389648438,80.38999938964844,,13.800000190734863,0.002096999902278185,,15.569999694824219,78.68000030517578,,13.979999542236328,0.0021019999403506517,,15.84000015258789,79.27999877929688,,1414200.0,18534843.0,,3610900.0,3951200.0,
13.226841926574707,0.002111000008881092,,15.020379066467285,81.19999694824219,,14.3100004196167,0.002111000008881092,,15.529999732971191,81.19999694824219,,14.449999809265137,0.0021879998967051506,,15.640000343322754,82.0999984741211,,13.970000267028809,0.0020979999098926783,,15.1899995803833,80.0,,14.180000305175781,0.0021780000533908606,,15.600000381469727,80.58999633789062,,646600.0,15986348.0,,2228200.0,5971900.0,
13.032736778259277,0.0021379999816417694,,15.165457725524902,86.36000061035156,,14.100000381469727,0.0021379999816417694,,15.680000305175781,86.36000061035156,,14.600000381469727,0.0021410000044852495,,15.890000343322754,87.75,,14.039999961853027,0.0020840000361204147,,15.380000114440918,85.55999755859375,,14.289999961853027,0.002107999986037612,,15.569999694824219,86.8499984741211,,960100.0,13656181.0,,1992600.0,10840600.0,
13.041979789733887,0.0020940001122653484,,15.252504348754883,86.73999786376953,,14.109999656677246,0.0020940001122653484,,15.770000457763672,86.73999786376953,,14.460000038146973,0.0021470000501722097,,15.829999923706055,87.26000213623047,,14.09000015258789,0.0020800000056624413,,15.300000190734863,85.52999877929688,,14.09000015258789,0.0021329999435693026,,15.489999771118164,86.6500015258789,,828300.0,13882217.0,,1743000.0,3571300.0,
13.365488052368164,0.0021059999708086252,,15.407254219055176,85.58999633789062,,14.460000038146973,0.0021059999708086252,,15.930000305175781,85.58999633789062,,14.5600004196167,0.0021170000545680523,,16.899999618530273,87.19000244140625,,14.15999984741211,0.0020840000361204147,,15.880000114440918,85.55000305175781,,14.15999984741211,0.002093000104650855,,16.020000457763672,87.13999938964844,,953800.0,12471672.0,,8547200.0,3797600.0,
,0.00215300009585917,,,,,,0.00215300009585917,,,,,,0.00215999991632998,,,,,,0.0020890000741928816,,,,,,0.0021039999555796385,,,,,,16088820.0,,,,
,0.002119000069797039,,,,,,0.002119000069797039,,,,,,0.00215300009585917,,,,,,0.002082000020891428,,,,,,0.00215300009585917,,,,,,16178008.0,,,,
,0.0021009999327361584,,,,,,0.0021009999327361584,,,,,,0.002122000092640519,,,,,,0.002065999899059534,,,,,,0.0021059999708086252,,,,,,17205921.0,,,,
12.487396240234375,0.0020570000633597374,,14.768912315368652,83.33999633789062,,13.510000228881836,0.0020570000633597374,,15.270000457763672,83.33999633789062,,14.029999732971191,0.0021120000164955854,,15.899999618530273,85.41000366210938,,13.399999618530273,0.00203300011344254,,15.15999984741211,82.88999938964844,,14.010000228881836,0.0020989999175071716,,15.8100004196167,85.37000274658203,,1595300.0,18971837.0,,3188700.0,3776300.0,
12.746201515197754,0.00204299995675683,,14.972020149230957,82.87999725341797,,13.789999961853027,0.00204299995675683,,15.479999542236328,82.87999725341797,,14.399999618530273,0.002067999914288521,,15.569999694824219,84.95999908447266,,13.569999694824219,0.0020210000220686197,,15.130000114440918,82.62999725341797,,13.59000015258789,0.0020550000481307507,,15.3100004196167,83.69999694824219,,1480600.0,15672115.0,,1837000.0,3916500.0,
13.171382904052734,0.0020389999262988567,,15.281519889831543,84.02999877929688,,14.25,0.0020389999262988567,,15.800000190734863,84.02999877929688,,14.270000457763672,0.0020729999523609877,,15.800000190734863,85.69000244140625,,13.739999771118164,0.0020129999611526728,,15.4399995803833,83.72000122070312,,13.8100004196167,0.002044999971985817,,15.479999542236328,84.5,,593400.0,15825805.0,,1282000.0,4740300.0,
